Failure Source,Key,Severity,Time Stamp Created,Notes,Last Updated At,Acknowledgment Status,Condition,Description
172.23.193.191,447006176,CRITICAL,2017-10-17T06:16:22.789-07:00,No Notes,2017-10-17T06:58:31.736-07:00,False,LINK_DOWN,Port 'port-channel401' (Description: 'Not available') is down on device '172.23.193.191'.:operationally down
172.23.193.191,447006177,CRITICAL,2017-10-17T06:16:34.106-07:00,No Notes,2017-10-17T07:00:47.206-07:00,False,LINK_DOWN,Port 'port-channel402' (Description: 'Not available') is down on device '172.23.193.191'.:operationally down
172.23.193.191,447006181,CRITICAL,2017-10-17T07:15:23.550-07:00,No Notes,2017-10-17T12:26:20.045-07:00,False,LINK_DOWN,Port 'port-channel124' (Description: 'FEX Uplink (CORE)') is down on device '172.23.193.191'.:operationally down
172.23.193.191,708281596,CRITICAL,2017-11-20T10:40:27.354-08:00,No Notes,2017-11-20T10:40:27.354-08:00,False,LINK_DOWN,Port 'Ethernet2/12' (Description: 'Not available') is down on device '172.23.193.191'.:operationally down
172.23.193.191,708281591,CRITICAL,2017-11-20T10:39:47.601-08:00,No Notes,2017-11-20T10:39:47.601-08:00,False,LINK_DOWN,Port 'Ethernet2/11' (Description: 'Not available') is down on device '172.23.193.191'.:operationally down
172.23.193.191,447005770,MINOR,2017-10-11T19:32:06.704-07:00,No Notes,2017-11-14T23:51:23.777-08:00,False,SWT_AUTH_FAIL,Device '172.23.193.191'. Authentication failed for request from 'Unknown'.
172.23.193.191,428525948,MINOR,2017-10-09T08:12:47.106-07:00,No Notes,2017-11-08T13:58:13.341-08:00,False,SWT_STP_TOPOLOGY_CHANGE,"Device '172.23.193.191'. A port transitions from Learning state to Forwarding state, or from Forwarding state to Blocking state."
172.23.193.191,708281595,CRITICAL,2017-11-20T10:40:27.153-08:00,No Notes,2017-11-20T10:40:27.153-08:00,False,LINK_DOWN,Port 'port-channel1' (Description: 'Not available') is down on device '172.23.193.191'.:operationally down
172.23.193.191,447006207,MAJOR,2017-10-17T12:55:04.415-07:00,No Notes,2017-11-20T10:40:26.950-08:00,False,SWT_STP_NEW_ROOT,Device '172.23.193.191'. Sending agent has become the new root of the Spanning Tree
172.23.193.192,708281599,CRITICAL,2017-11-20T10:40:30.264-08:00,No Notes,2017-11-20T10:40:30.264-08:00,False,LINK_DOWN,Port 'Ethernet2/12' (Description: 'Not available') is down on device '172.23.193.192'.:operationally down
172.23.193.192,708281598,CRITICAL,2017-11-20T10:40:30.063-08:00,No Notes,2017-11-20T10:40:30.063-08:00,False,LINK_DOWN,Port 'port-channel1' (Description: 'Not available') is down on device '172.23.193.192'.:operationally down
172.23.193.192,447005769,MINOR,2017-10-11T19:32:06.704-07:00,No Notes,2017-11-27T00:24:58.552-08:00,False,SWT_AUTH_FAIL,Device '172.23.193.192'. Authentication failed for request from 'Unknown'.
172.23.193.192,447006169,CRITICAL,2017-10-16T13:53:55.816-07:00,No Notes,2017-11-08T13:58:31.575-08:00,False,LINK_DOWN,Port 'port-channel124' (Description: 'FEX Uplink (CORE)') is down on device '172.23.193.192'.:operationally down
172.23.193.192,708281592,CRITICAL,2017-11-20T10:39:50.412-08:00,No Notes,2017-11-20T10:39:50.412-08:00,False,LINK_DOWN,Port 'Ethernet2/11' (Description: 'Not available') is down on device '172.23.193.192'.:operationally down
172.23.193.192,447006186,MINOR,2017-10-17T07:35:14.784-07:00,No Notes,2017-11-08T13:58:15.352-08:00,False,SWT_STP_TOPOLOGY_CHANGE,"Device '172.23.193.192'. A port transitions from Learning state to Forwarding state, or from Forwarding state to Blocking state."
172.23.193.192,708281600,WARNING,2017-11-20T10:55:02.431-08:00,No Notes,2017-11-20T10:55:02.431-08:00,False,cefcFRURemoved,Device sjc-nexus9396PX-b. FRU:Transceiver(slot:1-port:16):Transceiver(slot:1-port:16) removed
172.23.193.192,447006409,CRITICAL,2017-10-19T08:29:11.210-07:00,No Notes,2017-10-19T08:29:12.018-07:00,False,LINK_DOWN,Port 'port-channel2' (Description: 'Not available') is down on device '172.23.193.192'.:operationally down
172.27.153.149,708282313,CRITICAL,2017-11-22T17:43:42.769-08:00,No Notes,2017-11-22T17:43:42.769-08:00,False,LINK_DOWN,Port 'Serial0/3/2:0' (Description: 'Not available') is down on device '172.27.153.149'.:Keepalive failed
172.27.153.148,538036644,CRITICAL,2017-10-27T16:51:42.108-07:00,No Notes,2017-10-27T16:51:42.108-07:00,False,SWT_SWITCH_DOWN,Device 'ASR903' is unreachable.
10.89.204.238,916092457,MINOR,2017-12-11T20:41:23.030-08:00,No Notes,2017-12-11T20:41:23.030-08:00,False,HI-TXPOWER,Equipment High Tx power
10.89.204.238,916092456,MINOR,2017-12-11T20:41:23.022-08:00,No Notes,2017-12-11T20:41:23.022-08:00,False,PROV-MISMATCH,Provisioning Mismatch
172.23.193.130,538036617,CRITICAL,2017-10-27T12:02:37.021-07:00,No Notes,2017-11-08T14:02:13.875-08:00,False,entSensorThresholdNotification,"Device:172.23.193.130, Sensor power Rx 0/2/1/1 value 10 has exceeded the threshold 0."
172.23.193.130,538036616,CRITICAL,2017-10-27T12:02:36.769-07:00,No Notes,2017-11-08T14:02:13.623-08:00,False,entSensorThresholdNotification,"Device:172.23.193.130, Sensor power Rx 0/2/1/0 value 7 has exceeded the threshold 0."
172.23.193.130,447005764,MINOR,2017-10-11T19:32:05.583-07:00,No Notes,2017-11-14T23:51:15.369-08:00,False,SWT_AUTH_FAIL,Device '172.23.193.130'. Authentication failed for request from 'Unknown'.
172.23.193.130,447006405,MINOR,2017-10-19T08:28:46.568-07:00,No Notes,2017-11-08T14:01:10.021-08:00,False,L2-ELMI-6-PROTOCOL_STATE_CHANGE,"E-LMI operational status on GigabitEthernet0/2/1/2 has changed to DOWN 
"
172.23.193.130,663541336,MINOR,2017-11-08T13:57:44.278-08:00,No Notes,2017-11-08T13:57:44.278-08:00,False,PLATFORM-CE_SWITCH-6-UPDN,"Interface 5 (LC_Slot_1) is down 
"
172.23.193.130,538036618,CRITICAL,2017-10-27T12:02:37.273-07:00,No Notes,2017-11-08T14:02:14.127-08:00,False,entSensorThresholdNotification,"Device:172.23.193.130, Sensor power Rx 0/2/1/2 value 9 has exceeded the threshold 0."
172.23.193.130,646127061,CRITICAL,2017-11-04T06:13:14.630-07:00,No Notes,2017-11-04T06:13:14.630-07:00,False,entSensorThresholdNotification,"Device:172.23.193.130, Sensor power Rx 0/2/1/3 value 10 has exceeded the threshold 0."
10.89.204.40,839934900,MINOR,2017-12-08T14:54:30.546-08:00,No Notes,2017-12-08T14:54:30.546-08:00,False,HI-TXPOWER,Equipment High Tx power
10.89.204.40,839934899,MINOR,2017-12-08T14:54:30.540-08:00,No Notes,2017-12-08T14:54:30.540-08:00,False,PROV-MISMATCH,Provisioning Mismatch
10.89.204.45,916092463,MINOR,2017-12-11T20:42:23.397-08:00,No Notes,2017-12-11T20:42:23.397-08:00,False,PROV-MISMATCH,Provisioning Mismatch
10.89.204.45,916092464,MINOR,2017-12-11T20:42:23.401-08:00,No Notes,2017-12-11T20:42:23.401-08:00,False,HI-TXPOWER,Equipment High Tx power
172.23.193.47,675000517,CRITICAL,2017-11-10T13:58:18.025-08:00,No Notes,2017-11-10T13:58:18.025-08:00,False,SWT_SWITCH_DOWN,Device 'dfw-me3600x-b.cisco.com' is unreachable.
172.23.193.46,675000516,CRITICAL,2017-11-10T13:58:18.025-08:00,No Notes,2017-11-10T13:58:18.025-08:00,False,SWT_SWITCH_DOWN,Device 'dfw-me3600x-a.cisco.com' is unreachable.
172.23.193.23,447006395,MINOR,2017-10-19T07:40:24.715-07:00,No Notes,2017-10-19T07:40:24.715-07:00,False,E_CFM-3-REMOTE_MEP_DOWN_TIME_OUT,Remote MEP mpid 4 evc EVPL_1564 MA name EVPL_1564 in domain EVC changed state to down with event code TimeOut. 
172.23.193.23,447006396,MAJOR,2017-10-19T07:40:25.719-07:00,No Notes,2017-10-19T07:40:25.719-07:00,False,E_CFM-6-AIS,local mep with mpid 2 level 4 XCONN if_number 9 service instance 1 dir U Interface Gi0/0/2 enters AIS defect condition
172.23.193.23,447006397,MINOR,2017-10-19T07:48:11.107-07:00,No Notes,2017-10-19T07:48:11.107-07:00,False,E_CFM-3-REMOTE_MEP_DOWN_TIME_OUT,Remote MEP mpid 1 evc EVPL_1564 MA name EVPL_1564 in domain EVC changed state to down with event code TimeOut. 
10.89.206.121,675000584,MAJOR,2017-11-13T07:00:18.558-08:00,No Notes,2017-11-13T07:00:18.558-08:00,False,LDP-5-NBRCHG_LDP_DOWN,LDP Neighbor 5.5.5.5:0 (2) is DOWN (Discovery Hello Hold Timer expired)
10.89.206.121,428525966,CRITICAL,2017-10-10T07:43:34.255-07:00,No Notes,2017-10-11T11:52:24.840-07:00,False,entSensorThresholdNotification,"Device:10.89.206.121, Sensor subslot 0/5 transceiver 5 Rx Power Sensor value -310 has exceeded the threshold -370."
10.89.206.121,675000583,MAJOR,2017-11-13T07:00:17.818-08:00,No Notes,2017-11-13T07:00:17.818-08:00,False,mplsLdpSessionDown,Device '4206-TME.vz.com' MPLS LDP Session is 'nonexistent' between Peer ' (5.5.5.5)' and Local '4206-TME.vz.com (1.1.1.1)'
10.89.206.121,428525964,CRITICAL,2017-10-10T07:43:33.246-07:00,No Notes,2017-10-10T07:43:33.499-07:00,False,entSensorThresholdNotification,"Device:10.89.206.121, Sensor subslot 0/5 transceiver 1 Rx Power Sensor value -310 has exceeded the threshold -370."
10.89.206.121,428525976,WARNING,2017-10-10T07:59:45.522-07:00,No Notes,2017-10-10T07:59:45.522-07:00,False,cefcFRURemoved,Device 4206-TME.vz.com. FRU:USB Flash:usb0 removed
10.89.206.121,447005593,CRITICAL,2017-10-11T10:03:11.940-07:00,No Notes,2017-10-11T10:03:12.191-07:00,False,entSensorThresholdNotification,"Device:10.89.206.121, Sensor subslot 0/0 transceiver 4 Rx Power Sensor value -240 has exceeded the threshold -315."
10.89.206.121,428525965,CRITICAL,2017-10-10T07:43:33.754-07:00,No Notes,2017-10-10T07:43:34.015-07:00,False,entSensorThresholdNotification,"Device:10.89.206.121, Sensor subslot 0/5 transceiver 3 Rx Power Sensor value -310 has exceeded the threshold -370."
10.89.206.121,447006426,CRITICAL,2017-10-19T09:09:49.187-07:00,No Notes,2017-10-20T08:52:05.056-07:00,False,LINK_DOWN,Port 'SONET 0/5/0.9/5/1' (Description: 'Not available') is down on device '10.89.206.121'.:
10.89.206.121,447006427,CRITICAL,2017-10-19T09:09:49.936-07:00,No Notes,2017-10-20T08:52:05.805-07:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/5/0 OC12.STS1/VT1.5/T1 9/5/1, changed state to administratively down"
10.89.206.121,675000554,CRITICAL,2017-11-13T05:41:26.764-08:00,No Notes,2017-11-16T08:15:05.742-08:00,False,entSensorThresholdNotification,"Device:10.89.206.121, Sensor subslot 0/0 transceiver 1 Rx Power Sensor value -200 has exceeded the threshold -400."
10.89.206.121,538037300,CRITICAL,2017-10-30T11:02:21.385-07:00,No Notes,2017-10-30T11:49:17.821-07:00,False,entSensorThresholdNotification,"Device:10.89.206.121, Sensor subslot 0/0 transceiver 5 Rx Power Sensor value -240 has exceeded the threshold -300."
10.89.206.122,447005599,MAJOR,2017-10-11T10:12:22.774-07:00,No Notes,2017-10-11T10:12:22.774-07:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: 4216-TME-1.cisco.com generated by entity 1919 
10.89.206.122,447005598,MAJOR,2017-10-11T10:12:22.523-07:00,No Notes,2017-10-11T10:12:22.523-07:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: 4216-TME-1.cisco.com generated by entity 1905 
10.89.206.122,447005574,CRITICAL,2017-10-11T09:41:06.616-07:00,No Notes,2017-11-07T08:22:40.471-08:00,False,entSensorThresholdNotification,"Device:10.89.206.122, Sensor subslot 0/8 transceiver 7 Rx Power Sensor value -310 has exceeded the threshold -340."
10.89.206.122,447005592,CRITICAL,2017-10-11T09:55:57.054-07:00,No Notes,2017-11-07T08:22:37.448-08:00,False,entSensorThresholdNotification,"Device:10.89.206.122, Sensor subslot 0/8 transceiver 0 Rx Power Sensor value -310 has exceeded the threshold -400."
10.89.206.122,447005591,WARNING,2017-10-11T09:55:56.215-07:00,No Notes,2017-10-11T11:36:59.883-07:00,False,cefcFRURemoved,Device 4216-TME-1.cisco.com. FRU:subslot 0/8 voltage Sensor 15:subslot 0/8 voltage Sensor 15 removed
10.89.206.122,447005590,CRITICAL,2017-10-11T09:54:57.076-07:00,No Notes,2017-11-07T08:22:39.465-08:00,False,entSensorThresholdNotification,"Device:10.89.206.122, Sensor subslot 0/8 transceiver 4 Rx Power Sensor value -310 has exceeded the threshold -400."
10.89.206.122,447005603,MAJOR,2017-10-11T10:12:23.783-07:00,No Notes,2017-10-11T10:12:23.783-07:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: 4216-TME-1.cisco.com generated by entity 1975 
10.89.206.122,447005602,MAJOR,2017-10-11T10:12:23.531-07:00,No Notes,2017-10-11T10:12:23.531-07:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: 4216-TME-1.cisco.com generated by entity 1961 
10.89.206.122,447005600,MAJOR,2017-10-11T10:12:23.026-07:00,No Notes,2017-10-11T10:12:23.026-07:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: 4216-TME-1.cisco.com generated by entity 1933 
10.89.206.122,675001253,MAJOR,2017-11-16T10:42:12.925-08:00,No Notes,2017-11-16T10:42:12.925-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: 4216-TME-1.cisco.com generated by entity 100 
10.89.206.122,447005613,CRITICAL,2017-10-11T10:13:37.595-07:00,No Notes,2017-10-11T10:13:37.595-07:00,False,entSensorThresholdNotification,"Device:10.89.206.122, Sensor subslot 0/6 transceiver 8 Rx Power Sensor value -184 has exceeded the threshold -400."
10.89.206.122,675001256,MAJOR,2017-11-16T10:42:27.554-08:00,No Notes,2017-11-16T10:43:55.720-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: 4216-TME-1.cisco.com generated by entity 200 
10.89.206.122,538037307,CRITICAL,2017-10-30T11:02:52.929-07:00,No Notes,2017-10-30T11:23:07.893-07:00,False,entSensorThresholdNotification,"Device:10.89.206.122, Sensor subslot 0/6 transceiver 0 Rx Power Sensor value -240 has exceeded the threshold -322."
10.89.206.122,428525971,CRITICAL,2017-10-10T07:45:10.181-07:00,No Notes,2017-10-10T07:45:10.436-07:00,False,entSensorThresholdNotification,"Device:10.89.206.122, Sensor subslot 0/7 transceiver 1 Bias Current Sensor value 8000 has exceeded the threshold 5840."
10.89.206.122,428525956,WARNING,2017-10-10T07:42:12.114-07:00,No Notes,2017-10-10T07:42:12.114-07:00,False,cefcFRURemoved,Device 4216-TME-1.cisco.com. FRU:Dual-Rate OC3/12 IR-1:subslot 0/8 transceiver 0 removed
10.89.206.122,428525973,MAJOR,2017-10-10T07:45:15.082-07:00,No Notes,2017-10-11T10:10:56.133-07:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: 4216-TME-1.cisco.com generated by entity 2143 
10.89.206.122,428525972,CRITICAL,2017-10-10T07:45:10.688-07:00,No Notes,2017-10-10T07:45:10.938-07:00,False,entSensorThresholdNotification,"Device:10.89.206.122, Sensor subslot 0/7 transceiver 1 Rx Power Sensor value -177 has exceeded the threshold -217."
10.89.206.122,428525975,WARNING,2017-10-10T07:56:20.528-07:00,No Notes,2017-10-10T07:56:20.528-07:00,False,cefcFRURemoved,Device 4216-TME-1.cisco.com. FRU:USB Flash:usb0 removed
10.89.206.122,428525974,CRITICAL,2017-10-10T07:46:11.028-07:00,No Notes,2017-10-11T10:10:57.645-07:00,False,entSensorThresholdNotification,"Device:10.89.206.122, Sensor subslot 0/7 transceiver 0 Rx Power Sensor value -177 has exceeded the threshold -208."
10.89.206.122,428525958,WARNING,2017-10-10T07:42:15.102-07:00,No Notes,2017-10-10T07:42:15.102-07:00,False,cefcFRURemoved,Device 4216-TME-1.cisco.com. FRU:Dual-Rate OC3/12 IR-1:subslot 0/8 transceiver 1 removed
10.89.206.122,447005611,MAJOR,2017-10-11T10:13:16.564-07:00,No Notes,2017-10-11T10:13:16.564-07:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: 4216-TME-1.cisco.com generated by entity 1949 
10.89.206.122,447005612,MAJOR,2017-10-11T10:13:17.067-07:00,No Notes,2017-10-11T10:13:17.067-07:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: 4216-TME-1.cisco.com generated by entity 2005 
10.89.206.122,447005604,MAJOR,2017-10-11T10:12:24.035-07:00,No Notes,2017-10-11T10:12:24.035-07:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: 4216-TME-1.cisco.com generated by entity 1989 
10.89.206.122,447005588,CRITICAL,2017-10-11T09:54:56.070-07:00,No Notes,2017-11-07T08:22:38.457-08:00,False,entSensorThresholdNotification,"Device:10.89.206.122, Sensor subslot 0/8 transceiver 2 Rx Power Sensor value -310 has exceeded the threshold -400."
10.89.206.122,447005589,CRITICAL,2017-10-11T09:54:56.573-07:00,No Notes,2017-11-07T08:22:38.961-08:00,False,entSensorThresholdNotification,"Device:10.89.206.122, Sensor subslot 0/8 transceiver 3 Rx Power Sensor value -310 has exceeded the threshold -400."
10.89.206.122,447005618,WARNING,2017-10-11T10:30:19.061-07:00,No Notes,2017-11-16T10:42:15.363-08:00,False,cefcFRURemoved,"Device 4216-TME-1.cisco.com. FRU:NCS 4216 Route Switch Processor , 400G, XL Scale:module R1 removed"
10.89.206.122,447005674,CRITICAL,2017-10-11T11:35:59.718-07:00,No Notes,2017-11-07T08:22:37.953-08:00,False,entSensorThresholdNotification,"Device:10.89.206.122, Sensor subslot 0/8 transceiver 1 Rx Power Sensor value -310 has exceeded the threshold -400."
10.89.206.122,656226312,MAJOR,2017-11-07T08:22:09.739-08:00,No Notes,2017-11-07T08:22:09.739-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: 4216-TME-1.cisco.com generated by entity 2475 
10.89.206.122,656226314,MAJOR,2017-11-07T08:22:10.243-08:00,No Notes,2017-11-07T08:22:10.243-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: 4216-TME-1.cisco.com generated by entity 2503 
10.89.206.122,428525962,WARNING,2017-10-10T07:42:20.107-07:00,No Notes,2017-10-10T07:42:20.107-07:00,False,cefcFRURemoved,Device 4216-TME-1.cisco.com. FRU:Dual-Rate OC3/12 IR-1:subslot 0/8 transceiver 3 removed
10.89.206.122,428525960,WARNING,2017-10-10T07:42:18.106-07:00,No Notes,2017-10-10T07:42:18.106-07:00,False,cefcFRURemoved,Device 4216-TME-1.cisco.com. FRU:Dual-Rate OC3/12 IR-1:subslot 0/8 transceiver 2 removed
10.89.206.122,675001252,MINOR,2017-11-16T10:42:12.133-08:00,No Notes,2017-11-16T10:43:55.467-08:00,False,SWT_CEFC_STATUS_CHANGE,Device '10.89.206.122'. CEFC module 'module R1' state changed to 'boot'. sysUpTime='36 days 1 hrs 33 mins 28 secs'.
10.89.206.122,447005573,CRITICAL,2017-10-11T09:41:06.111-07:00,No Notes,2017-11-07T08:22:39.967-08:00,False,entSensorThresholdNotification,"Device:10.89.206.122, Sensor subslot 0/8 transceiver 5 Rx Power Sensor value -322 has exceeded the threshold -400."
172.27.153.185,708282455,CRITICAL,2017-11-22T17:51:36.962-08:00,No Notes,2017-11-22T17:51:36.962-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/5/1, changed state to down"
172.27.153.185,708282454,CRITICAL,2017-11-22T17:51:36.962-08:00,No Notes,2017-11-22T17:51:36.962-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/4/4, changed state to down"
172.27.153.185,708282457,CRITICAL,2017-11-22T17:51:36.963-08:00,No Notes,2017-11-22T17:51:36.963-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/5/3, changed state to down"
172.27.153.185,708282456,CRITICAL,2017-11-22T17:51:36.963-08:00,No Notes,2017-11-22T17:51:36.963-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/5/2, changed state to down"
172.27.153.185,708282451,CRITICAL,2017-11-22T17:51:36.962-08:00,No Notes,2017-11-22T17:51:36.962-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/4/1, changed state to down"
172.27.153.185,708282450,CRITICAL,2017-11-22T17:51:36.962-08:00,No Notes,2017-11-22T17:51:36.962-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/3/4, changed state to down"
172.27.153.185,708282453,CRITICAL,2017-11-22T17:51:36.962-08:00,No Notes,2017-11-22T17:51:36.962-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/4/3, changed state to down"
172.27.153.185,708282452,CRITICAL,2017-11-22T17:51:36.962-08:00,No Notes,2017-11-22T17:51:36.962-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/4/2, changed state to down"
172.27.153.185,708282352,CRITICAL,2017-11-22T17:45:38.381-08:00,No Notes,2017-11-23T23:33:07.581-08:00,False,LINK_DOWN,Port 'VT 0/11/1.1/7/4' (Description: 'Not available') is down on device '172.27.153.185'.:
172.27.153.185,708282350,CRITICAL,2017-11-22T17:45:37.877-08:00,No Notes,2017-11-23T23:33:07.072-08:00,False,LINK_DOWN,Port 'VT 0/11/1.1/5/4' (Description: 'Not available') is down on device '172.27.153.185'.:
172.27.153.185,708282351,CRITICAL,2017-11-22T17:45:38.129-08:00,No Notes,2017-11-23T23:33:07.329-08:00,False,LINK_DOWN,Port 'VT 0/11/1.1/6/4' (Description: 'Not available') is down on device '172.27.153.185'.:
172.27.153.185,708282459,CRITICAL,2017-11-22T17:51:36.963-08:00,No Notes,2017-11-22T17:51:36.963-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/6/1, changed state to down"
172.27.153.185,708282458,CRITICAL,2017-11-22T17:51:36.963-08:00,No Notes,2017-11-22T17:51:36.963-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/5/4, changed state to down"
172.27.153.185,740061630,CRITICAL,2017-11-23T02:02:58.076-08:00,No Notes,2017-11-23T02:02:58.327-08:00,False,entSensorThresholdNotification,"Device:172.27.153.185, Sensor subslot 0/6 transceiver 4 Tx Power Sensor value -118 has exceeded the threshold -400."
172.27.153.185,708282418,CRITICAL,2017-11-22T17:51:36.335-08:00,No Notes,2017-11-22T17:51:36.335-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/2/3, changed state to down"
172.27.153.185,708282311,MAJOR,2017-11-22T17:43:20.102-08:00,No Notes,2017-11-22T17:43:20.102-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ASR907-1 generated by entity 5571 
172.27.153.185,708282446,CRITICAL,2017-11-22T17:51:36.961-08:00,No Notes,2017-11-22T17:51:36.961-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/2/4, changed state to down"
172.27.153.185,708282447,CRITICAL,2017-11-22T17:51:36.961-08:00,No Notes,2017-11-22T17:51:36.961-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/3/1, changed state to down"
172.27.153.185,708282445,CRITICAL,2017-11-22T17:51:36.961-08:00,No Notes,2017-11-22T17:51:36.961-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/2/3, changed state to down"
172.27.153.185,708282442,CRITICAL,2017-11-22T17:51:36.960-08:00,No Notes,2017-11-22T17:51:36.960-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/1/4, changed state to down"
172.27.153.185,708282443,CRITICAL,2017-11-22T17:51:36.961-08:00,No Notes,2017-11-22T17:51:36.961-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/2/1, changed state to down"
172.27.153.185,708282440,CRITICAL,2017-11-22T17:51:36.960-08:00,No Notes,2017-11-22T17:51:36.960-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/1/2, changed state to down"
172.27.153.185,708282441,CRITICAL,2017-11-22T17:51:36.960-08:00,No Notes,2017-11-22T17:51:36.960-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/1/3, changed state to down"
172.27.153.185,708282448,CRITICAL,2017-11-22T17:51:36.961-08:00,No Notes,2017-11-22T17:51:36.961-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/3/2, changed state to down"
172.27.153.185,708282449,CRITICAL,2017-11-22T17:51:36.961-08:00,No Notes,2017-11-22T17:51:36.961-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/3/3, changed state to down"
172.27.153.185,740061917,CRITICAL,2017-11-23T12:58:26.041-08:00,No Notes,2017-11-23T12:58:26.041-08:00,False,mplsTunnelDown,Device: ASR907-1 MPLS Tunnel with id: 30 is Administratively DOWN 
172.27.153.185,708282417,CRITICAL,2017-11-22T17:51:36.335-08:00,No Notes,2017-11-22T17:51:36.335-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/2/2, changed state to down"
172.27.153.185,708282416,CRITICAL,2017-11-22T17:51:36.335-08:00,No Notes,2017-11-22T17:51:36.335-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/2/1, changed state to down"
172.27.153.185,708282349,CRITICAL,2017-11-22T17:45:37.626-08:00,No Notes,2017-11-23T23:33:06.812-08:00,False,LINK_DOWN,Port 'VT 0/11/1.1/4/4' (Description: 'Not available') is down on device '172.27.153.185'.:
172.27.153.185,708282348,CRITICAL,2017-11-22T17:45:37.374-08:00,No Notes,2017-11-23T23:33:06.562-08:00,False,LINK_DOWN,Port 'VT 0/11/1.1/3/4' (Description: 'Not available') is down on device '172.27.153.185'.:
172.27.153.185,708282165,CRITICAL,2017-11-22T17:15:30.406-08:00,No Notes,2017-11-22T17:15:30.658-08:00,False,entSensorThresholdNotification,"Device:172.27.153.185, Sensor subslot 0/7 transceiver 4 Rx Power Sensor value -139 has exceeded the threshold -254."
172.27.153.185,708282164,CRITICAL,2017-11-22T17:15:29.902-08:00,No Notes,2017-11-22T17:15:30.154-08:00,False,entSensorThresholdNotification,"Device:172.27.153.185, Sensor subslot 0/3 transceiver 3 Rx Power Sensor value -330 has exceeded the threshold -400."
172.27.153.185,708282166,CRITICAL,2017-11-22T17:15:30.910-08:00,No Notes,2017-11-22T17:15:31.163-08:00,False,entSensorThresholdNotification,"Device:172.27.153.185, Sensor subslot 0/11 transceiver 8 Rx Power Sensor value -184 has exceeded the threshold -264."
172.27.153.185,708282340,CRITICAL,2017-11-22T17:45:27.149-08:00,No Notes,2017-11-23T17:34:16.862-08:00,False,LINK_DOWN,Port 'VT 0/3/1.1/6/3' (Description: 'Not available') is down on device '172.27.153.185'.:
