Failure Source,Key,Severity,Time Stamp Created,Notes,Last Updated At,Acknowledgment Status,Condition,Description
172.27.153.54,708282289,CRITICAL,2017-11-22T17:32:56.710-08:00,No Notes,2017-11-22T17:32:56.961-08:00,False,entSensorThresholdNotification,"Device:172.27.153.54, Sensor subslot 0/2 transceiver 8 Rx Power Sensor value -184 has exceeded the threshold -262."
172.27.153.54,708281738,MINOR,2017-11-21T20:00:24.675-08:00,No Notes,2017-12-13T16:48:18.908-08:00,False,SWT_AUTH_FAIL,Device '172.27.153.54'. Authentication failed for request from '172.23.192.127'.
172.27.153.54,708282240,MAJOR,2017-11-22T17:29:18.875-08:00,No Notes,2017-11-22T17:29:18.875-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ncs4206-1 generated by entity 767 
172.27.153.54,708282243,MAJOR,2017-11-22T17:29:19.631-08:00,No Notes,2017-11-22T17:29:19.631-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ncs4206-1 generated by entity 809 
172.27.153.54,708282246,MAJOR,2017-11-22T17:29:20.134-08:00,No Notes,2017-11-22T17:29:20.134-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ncs4206-1 generated by entity 837 
172.27.153.54,708282247,MAJOR,2017-11-22T17:29:20.387-08:00,No Notes,2017-11-22T17:29:20.387-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ncs4206-1 generated by entity 851 
172.27.153.54,708282248,MAJOR,2017-11-22T17:29:20.638-08:00,No Notes,2017-11-22T17:29:20.638-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ncs4206-1 generated by entity 865 
172.27.153.54,740061607,CRITICAL,2017-11-23T01:52:19.618-08:00,No Notes,2017-12-07T17:41:13.310-08:00,False,entSensorThresholdNotification,"Device:172.27.153.54, Sensor subslot 0/1 transceiver 2 Rx Power Sensor value -200 has exceeded the threshold -400."
172.27.153.55,708281726,MINOR,2017-11-21T19:22:09.082-08:00,No Notes,2017-12-11T13:07:20.744-08:00,False,SWT_AUTH_FAIL,Alarm Duplicating: Device '172.27.153.55'. Authentication failed for request from 'Unknown'.
172.27.153.55,740061622,CRITICAL,2017-11-23T01:55:21.524-08:00,No Notes,2017-11-23T13:36:05.894-08:00,False,entSensorThresholdNotification,"Device:172.27.153.55, Sensor power Rx 0/0/0/1 value 10 has exceeded the threshold 0."
172.27.153.55,839934843,CRITICAL,2017-12-07T17:29:48.558-08:00,No Notes,2017-12-07T17:36:41.648-08:00,False,entSensorThresholdNotification,"Device:172.27.153.55, Sensor power Rx 0/0/0/4 value 9 has exceeded the threshold 1."
172.27.153.55,740061623,CRITICAL,2017-11-23T01:55:22.011-08:00,No Notes,2017-12-12T19:42:01.558-08:00,False,entSensorThresholdNotification,"Device:172.27.153.55, Sensor power Rx 0/0/0/10 value 7 has exceeded the threshold 0."
172.27.153.55,839934854,CRITICAL,2017-12-07T17:35:26.192-08:00,No Notes,2017-12-07T17:37:32.554-08:00,False,entSensorThresholdNotification,"Device:172.27.153.55, Sensor power Rx 0/0/0/6 value 10 has exceeded the threshold 0."
172.23.193.140,788212008,CRITICAL,2017-12-01T08:30:01.668-08:00,No Notes,2017-12-01T08:30:01.668-08:00,False,entSensorThresholdNotification,"Device:172.23.193.140, Sensor power Rx 0/1/1/2 value 7 has exceeded the threshold 0."
172.23.193.140,428525953,MINOR,2017-10-09T14:03:13.833-07:00,No Notes,2017-12-13T00:27:38.268-08:00,False,PLATFORM-CE_SWITCH-6-UPDN,"Interface 12 (SFP+_00_10GE) is down 
"
172.23.193.140,447005765,MINOR,2017-10-11T19:32:06.008-07:00,No Notes,2017-11-14T23:51:15.936-08:00,False,SWT_AUTH_FAIL,Device '172.23.193.140'. Authentication failed for request from 'Unknown'.
172.23.193.140,625226903,MAJOR,2017-10-31T10:50:53.297-07:00,No Notes,2017-10-31T10:50:53.297-07:00,False,mplsLdpSessionDown,Device 'sjc-asr9006-a.cisco.com' MPLS LDP Session is 'nonexistent' between Peer 'sjc-ncs4206-a.cisco.com (192.168.4.1)' and Local 'sjc-asr9006-a.cisco.com (192.168.4.7)'
172.23.193.140,447006180,CRITICAL,2017-10-17T06:26:09.289-07:00,No Notes,2017-11-08T13:54:06.925-08:00,False,entSensorThresholdNotification,"Device:172.23.193.140, Sensor power Rx 0/1/0/1 value 51 has exceeded the threshold 0."
172.23.193.140,788211913,MAJOR,2017-12-01T07:30:22.631-08:00,No Notes,2017-12-01T07:30:22.631-08:00,False,mplsLdpSessionDown,Device 'sjc-asr9006-a.cisco.com' MPLS LDP Session is 'nonexistent' between Peer 'sjc-ncs4206-b.cisco.com (192.168.4.2)' and Local 'sjc-asr9006-a.cisco.com (192.168.4.7)'
172.23.193.140,625226906,CRITICAL,2017-10-31T10:50:53.549-07:00,No Notes,2017-10-31T10:50:53.549-07:00,False,LINK_DOWN,Port 'GigabitEthernet0/1/1/0' (Description: 'Not available') is down on device '172.23.193.140'.:
172.23.193.140,663541325,CRITICAL,2017-11-08T13:54:06.673-08:00,No Notes,2017-11-08T13:54:06.673-08:00,False,entSensorThresholdNotification,"Device:172.23.193.140, Sensor power Rx 0/1/0/0 value 51 has exceeded the threshold 0."
172.23.193.140,625226899,MINOR,2017-10-31T10:50:50.548-07:00,No Notes,2017-10-31T10:50:50.548-07:00,False,ROUTING-OSPF-5-ADJCHG,"Process 1, Nbr 192.168.4.1 on GigabitEthernet0/1/1/0 in area 0 from FULL to DOWN, Neighbor Down: interface down or detached, vrf default vrfid 0x60000000 
"
172.23.193.140,663541317,CRITICAL,2017-11-08T13:51:47.717-08:00,No Notes,2017-11-08T13:51:47.717-08:00,False,entSensorThresholdNotification,"Device:172.23.193.140, Sensor power Rx 0/1/1/19 value 7 has exceeded the threshold 0."
172.23.193.140,646127060,CRITICAL,2017-11-04T06:13:07.444-07:00,No Notes,2017-11-04T06:13:07.444-07:00,False,entSensorThresholdNotification,"Device:172.23.193.140, Sensor power Rx 0/1/0/2 value 51 has exceeded the threshold 0."
172.23.193.140,447006421,MINOR,2017-10-19T08:37:48.434-07:00,No Notes,2017-10-19T08:37:48.434-07:00,False,L2-ELMI-6-PROTOCOL_STATE_CHANGE,"E-LMI operational status on GigabitEthernet0/1/1/10 has changed to DOWN 
"
172.23.193.140,788211921,MINOR,2017-12-01T07:30:22.442-08:00,No Notes,2017-12-01T07:30:22.442-08:00,False,ROUTING-OSPF-5-ADJCHG,"Process 1, Nbr 192.168.4.2 on GigabitEthernet0/1/1/1 in area 0 from FULL to DOWN, Neighbor Down: interface down or detached, vrf default vrfid 0x60000000 
"
172.23.193.140,788211933,CRITICAL,2017-12-01T07:30:36.817-08:00,No Notes,2017-12-01T07:30:36.817-08:00,False,entSensorThresholdNotification,"Device:172.23.193.140, Sensor power Rx 0/1/1/1 value 7 has exceeded the threshold 0."
172.23.193.140,788211994,MINOR,2017-12-01T08:29:48.974-08:00,No Notes,2017-12-01T08:29:48.974-08:00,False,ROUTING-OSPF-5-ADJCHG,"Process 1, Nbr 192.168.4.3 on GigabitEthernet0/1/1/2 in area 0 from FULL to DOWN, Neighbor Down: interface down or detached, vrf default vrfid 0x60000000 
"
172.23.193.140,788211995,MAJOR,2017-12-01T08:29:49.163-08:00,No Notes,2017-12-01T08:29:49.163-08:00,False,mplsLdpSessionDown,Device 'sjc-asr9006-a.cisco.com' MPLS LDP Session is 'nonexistent' between Peer 'sjc-ncs4206-c.cisco.com (192.168.4.3)' and Local 'sjc-asr9006-a.cisco.com (192.168.4.7)'
172.23.193.143,788211959,MAJOR,2017-12-01T07:56:13.182-08:00,No Notes,2017-12-01T07:56:13.182-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-b.cisco.com generated by entity 653 
172.23.193.143,447005767,MINOR,2017-10-11T19:32:06.059-07:00,"{u'annotation': {u'noteText': u'Alarm assigned', u'creationTimestamp': u'2017-12-06T17:05:16.207-08:00', u'creatorId': u'chgump'}}",2017-12-01T07:30:01.766-08:00,False,SWT_AUTH_FAIL,Device '172.23.193.143'. Authentication failed for request from '172.23.192.127'.
172.23.193.143,788211954,MAJOR,2017-12-01T07:56:02.810-08:00,No Notes,2017-12-01T07:56:02.810-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-b.cisco.com generated by entity 693 
172.23.193.143,788211955,MAJOR,2017-12-01T07:56:02.810-08:00,No Notes,2017-12-01T07:56:02.810-08:00,False,cefcPowerStatusChange,"Device sjc-ncs4206-b.cisco.com.  NCS4K 1200W AC Power Supply:Power Supply Module 0 status changed to failed, admin status: on."
172.23.193.143,788211956,MAJOR,2017-12-01T07:56:03.061-08:00,No Notes,2017-12-01T07:56:03.061-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-b.cisco.com generated by entity 697 
172.23.193.143,788211957,MAJOR,2017-12-01T07:56:03.330-08:00,No Notes,2017-12-01T07:56:03.330-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-b.cisco.com generated by entity 698 
172.23.193.143,788211976,MAJOR,2017-12-01T07:57:21.306-08:00,No Notes,2017-12-01T07:57:21.306-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-b.cisco.com generated by entity 405 
172.23.193.143,788211972,MAJOR,2017-12-01T07:56:37.978-08:00,No Notes,2017-12-01T07:56:37.978-08:00,False,dsx1LossOfFrame,Near end LOF
172.23.193.143,788211973,MAJOR,2017-12-01T07:56:38.245-08:00,No Notes,2017-12-01T07:56:38.245-08:00,False,dsx1LossOfFrame,Near end LOF
172.23.193.143,788211970,MAJOR,2017-12-01T07:56:37.726-08:00,No Notes,2017-12-01T07:56:37.726-08:00,False,dsx1RcvAIS,Far end sending AIS
172.23.193.143,788211971,MAJOR,2017-12-01T07:56:37.726-08:00,No Notes,2017-12-01T07:56:37.726-08:00,False,dsx1LossOfFrame,Near end LOF
172.23.193.143,675001290,MAJOR,2017-11-16T16:30:03.186-08:00,No Notes,2017-11-16T16:30:03.186-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-b.cisco.com generated by entity 503 
172.23.193.143,788212009,CRITICAL,2017-12-01T08:30:37.455-08:00,No Notes,2017-12-01T08:30:37.707-08:00,False,entSensorThresholdNotification,"Device:172.23.193.143, Sensor subslot 0/0 transceiver 1 Rx Power Sensor value -200 has exceeded the threshold -300."
172.23.193.143,788211967,MAJOR,2017-12-01T07:56:36.969-08:00,No Notes,2017-12-01T07:56:36.969-08:00,False,dsx1LossOfFrame,Near end LOF
172.23.193.143,788211966,MAJOR,2017-12-01T07:56:34.034-08:00,No Notes,2017-12-01T07:56:34.034-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-b.cisco.com generated by entity 300 
172.23.193.143,788211961,MAJOR,2017-12-01T07:56:14.213-08:00,No Notes,2017-12-01T07:56:38.498-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-b.cisco.com generated by entity 655 
172.23.193.143,788211960,MAJOR,2017-12-01T07:56:13.697-08:00,No Notes,2017-12-01T07:56:13.697-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-b.cisco.com generated by entity 654 
172.23.193.143,788211963,MAJOR,2017-12-01T07:56:15.221-08:00,No Notes,2017-12-01T07:56:15.221-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-b.cisco.com generated by entity 657 
172.23.193.143,788211962,MAJOR,2017-12-01T07:56:14.718-08:00,No Notes,2017-12-01T07:56:14.718-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-b.cisco.com generated by entity 656 
172.23.193.143,788211969,MAJOR,2017-12-01T07:56:37.474-08:00,No Notes,2017-12-01T07:56:37.474-08:00,False,dsx1LossOfFrame,Near end LOF
172.23.193.143,788211968,MAJOR,2017-12-01T07:56:37.221-08:00,No Notes,2017-12-01T07:56:37.221-08:00,False,dsx1LossOfFrame,Near end LOF
172.23.193.143,675001289,WARNING,2017-11-16T16:30:03.186-08:00,No Notes,2017-11-16T16:30:03.186-08:00,False,cefcFRURemoved,Device sjc-ncs4206-b.cisco.com. FRU:SFP+ 10GBASE-SR:subslot 0/0 transceiver 8 removed
172.23.193.143,511079723,CRITICAL,2017-10-24T03:01:25.157-07:00,No Notes,2017-10-24T03:01:25.157-07:00,False,mplsTunnelDown,Device: sjc-ncs4206-b.cisco.com MPLS Tunnel with id: 0 is Administratively DOWN 
172.23.193.142,788211940,CRITICAL,2017-12-01T07:30:47.562-08:00,No Notes,2017-12-01T07:30:47.815-08:00,False,entSensorThresholdNotification,"Device:172.23.193.142, Sensor subslot 0/0 transceiver 1 Rx Power Sensor value -200 has exceeded the threshold -315."
172.23.193.142,675001291,WARNING,2017-11-16T16:30:18.997-08:00,No Notes,2017-11-16T16:30:18.997-08:00,False,cefcFRURemoved,Device sjc-ncs4206-a.cisco.com. FRU:SFP+ 10GBASE-SR:subslot 0/0 transceiver 8 removed
172.23.193.142,447005766,MINOR,2017-10-11T19:32:06.039-07:00,No Notes,2017-11-14T23:51:16.117-08:00,False,SWT_AUTH_FAIL,Device '172.23.193.142'. Authentication failed for request from '10.150.190.184'.
172.23.193.142,675001292,MAJOR,2017-11-16T16:30:18.997-08:00,No Notes,2017-11-16T16:30:18.997-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-a.cisco.com generated by entity 503 
172.23.193.142,625226902,MAJOR,2017-10-31T10:50:53.058-07:00,No Notes,2017-10-31T10:50:53.058-07:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-a.cisco.com generated by entity 393 
172.23.193.142,625226900,MAJOR,2017-10-31T10:50:50.790-07:00,No Notes,2017-10-31T10:50:50.790-07:00,False,mplsLdpSessionDown,Device 'sjc-ncs4206-a.cisco.com' MPLS LDP Session is 'nonexistent' between Peer 'sjc-asr9006-a.cisco.com (192.168.4.7)' and Local 'sjc-ncs4206-a.cisco.com (192.168.4.1)'
172.23.193.142,625226907,CRITICAL,2017-10-31T10:50:54.317-07:00,No Notes,2017-10-31T10:50:54.317-07:00,False,LINK_DOWN,Port 'GigabitEthernet0/0/0' (Description: 'Not available') is down on device '172.23.193.142'.:Lost Carrier
172.23.193.142,625226904,MAJOR,2017-10-31T10:50:53.256-07:00,No Notes,2017-10-31T10:50:53.256-07:00,False,OSPF-5-ADJCHG_DOWN,"Process 1, Nbr 192.168.4.7 on GigabitEthernet0/0/0 from FULL to DOWN, Neighbor Down: Interface down or detached"
172.23.193.142,625226898,MAJOR,2017-10-31T10:50:50.610-07:00,No Notes,2017-10-31T10:50:50.610-07:00,False,LDP-5-NBRCHG_LDP_DOWN,LDP Neighbor 192.168.4.7:0 (1) is DOWN (Received error notification from peer: Holddown time expired)
172.23.193.142,511079724,CRITICAL,2017-10-24T03:01:31.461-07:00,No Notes,2017-10-24T03:01:31.461-07:00,False,mplsTunnelDown,Device: sjc-ncs4206-a.cisco.com MPLS Tunnel with id: 0 is Administratively DOWN 
172.23.193.142,488715598,CRITICAL,2017-10-20T11:02:30.021-07:00,No Notes,2017-10-31T10:51:20.742-07:00,False,entSensorThresholdNotification,"Device:172.23.193.142, Sensor subslot 0/0 transceiver 0 Rx Power Sensor value -210 has exceeded the threshold -400."
10.89.206.89,646127045,MINOR,2017-11-04T05:13:41.814-07:00,No Notes,2017-11-04T05:13:41.814-07:00,False,SWT_AUTH_FAIL,Device '10.89.206.89'. Authentication failed for request from '64.104.143.5'.
10.89.206.89,759170162,MAJOR,2017-11-27T12:10:39.827-08:00,No Notes,2017-11-27T12:11:41.322-08:00,False,XCONNECT-5-PW_STATUS,"MPLS peer 1.1.1.1 vcid 4, VC state DOWN, Loc AC Err"
10.89.206.89,839934821,MAJOR,2017-12-07T01:46:14.582-08:00,No Notes,2017-12-07T01:46:14.582-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: 4202-2.cisco.com generated by entity 304 
10.89.206.89,759170168,MAJOR,2017-11-27T12:11:19.787-08:00,No Notes,2017-11-27T12:12:39.515-08:00,False,PTP-6-CLK_STATUS_UPDATE,Slave clock status changed to FREQUENCY LOCK : Loopback0.
172.23.193.144,788212056,MAJOR,2017-12-01T08:56:21.042-08:00,No Notes,2017-12-01T08:56:21.042-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 473 
172.23.193.144,447005768,MINOR,2017-10-11T19:32:06.075-07:00,No Notes,2017-12-01T08:29:28.984-08:00,False,SWT_AUTH_FAIL,Device '172.23.193.144'. Authentication failed for request from '172.23.192.127'.
172.23.193.144,788212057,MAJOR,2017-12-01T08:56:21.295-08:00,No Notes,2017-12-01T08:56:21.295-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 487 
172.23.193.144,788212036,CRITICAL,2017-12-01T08:54:46.762-08:00,No Notes,2017-12-01T08:54:46.762-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/1/0' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212037,CRITICAL,2017-12-01T08:54:47.014-08:00,No Notes,2017-12-01T08:54:47.014-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/1/1' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212034,CRITICAL,2017-12-01T08:54:10.363-08:00,No Notes,2017-12-01T08:54:10.363-08:00,False,LINK_DOWN,Port 'TenGigabitEthernet0/0/8' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212053,MAJOR,2017-12-01T08:54:52.318-08:00,No Notes,2017-12-01T08:54:52.318-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 865 
172.23.193.144,788212032,CRITICAL,2017-12-01T08:54:09.858-08:00,No Notes,2017-12-01T08:54:09.858-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/0/6' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212033,CRITICAL,2017-12-01T08:54:10.111-08:00,No Notes,2017-12-01T08:54:10.111-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/0/7' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212030,CRITICAL,2017-12-01T08:54:09.354-08:00,No Notes,2017-12-01T08:54:09.354-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/0/4' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212031,CRITICAL,2017-12-01T08:54:09.607-08:00,No Notes,2017-12-01T08:54:09.607-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/0/5' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212058,MAJOR,2017-12-01T08:56:21.553-08:00,No Notes,2017-12-01T08:56:21.553-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 501 
172.23.193.144,788212059,MAJOR,2017-12-01T08:56:21.802-08:00,No Notes,2017-12-01T08:56:21.802-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 515 
172.23.193.144,788212050,MAJOR,2017-12-01T08:54:51.563-08:00,No Notes,2017-12-01T08:54:51.563-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 823 
172.23.193.144,788212038,CRITICAL,2017-12-01T08:54:47.267-08:00,No Notes,2017-12-01T08:54:47.267-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/1/2' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212039,CRITICAL,2017-12-01T08:54:47.518-08:00,No Notes,2017-12-01T08:54:47.518-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/1/3' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212043,CRITICAL,2017-12-01T08:54:48.526-08:00,No Notes,2017-12-01T08:54:48.526-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/1/7' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212042,CRITICAL,2017-12-01T08:54:48.275-08:00,No Notes,2017-12-01T08:54:48.275-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/1/6' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212055,MAJOR,2017-12-01T08:56:20.775-08:00,No Notes,2017-12-01T08:56:20.775-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 459 
172.23.193.144,788212051,MAJOR,2017-12-01T08:54:51.814-08:00,No Notes,2017-12-01T08:54:51.814-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 837 
172.23.193.144,788211941,CRITICAL,2017-12-01T07:31:14.218-08:00,No Notes,2017-12-01T07:31:14.470-08:00,False,entSensorThresholdNotification,"Device:172.23.193.144, Sensor subslot 0/0 transceiver 1 Rx Power Sensor value -200 has exceeded the threshold -310."
172.23.193.144,788212000,MAJOR,2017-12-01T08:29:50.398-08:00,No Notes,2017-12-01T08:29:50.398-08:00,False,LDP-5-NBRCHG_LDP_DOWN,LDP Neighbor 192.168.4.7:0 (2) is DOWN (TCP connection closed by peer)
172.23.193.144,788212026,CRITICAL,2017-12-01T08:54:08.320-08:00,No Notes,2017-12-01T08:54:08.320-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/0/0' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212049,MAJOR,2017-12-01T08:54:51.312-08:00,No Notes,2017-12-01T08:54:51.312-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 809 
172.23.193.144,788212048,MAJOR,2017-12-01T08:54:51.059-08:00,No Notes,2017-12-01T08:54:51.059-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 795 
172.23.193.144,788212047,MAJOR,2017-12-01T08:54:50.807-08:00,No Notes,2017-12-01T08:54:50.807-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 781 
172.23.193.144,788212060,MAJOR,2017-12-01T08:56:22.810-08:00,No Notes,2017-12-01T08:56:22.810-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 405 
172.23.193.144,788212045,MAJOR,2017-12-01T08:54:50.554-08:00,No Notes,2017-12-01T08:54:50.554-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 767 
172.23.193.144,788212044,CRITICAL,2017-12-01T08:54:48.779-08:00,No Notes,2017-12-01T08:54:48.779-08:00,False,LINK_DOWN,Port 'TenGigabitEthernet0/1/8' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212029,CRITICAL,2017-12-01T08:54:09.090-08:00,No Notes,2017-12-01T08:54:09.090-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/0/3' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212028,CRITICAL,2017-12-01T08:54:08.823-08:00,No Notes,2017-12-01T08:54:08.823-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/0/2' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212041,CRITICAL,2017-12-01T08:54:48.022-08:00,No Notes,2017-12-01T08:54:48.022-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/1/5' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,788212040,CRITICAL,2017-12-01T08:54:47.771-08:00,No Notes,2017-12-01T08:54:47.771-08:00,False,LINK_DOWN,Port 'GigabitEthernet0/1/4' (Description: 'Not available') is down on device '172.23.193.144'.:down
172.23.193.144,675001286,MAJOR,2017-11-16T16:29:29.530-08:00,No Notes,2017-11-16T16:29:29.530-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 753 
172.23.193.144,675001287,WARNING,2017-11-16T16:29:53.187-08:00,No Notes,2017-11-16T16:29:53.187-08:00,False,cefcFRURemoved,Device sjc-ncs4206-c.cisco.com. FRU:SFP+ 10GBASE-SR:subslot 0/0 transceiver 8 removed
172.23.193.144,675001284,MAJOR,2017-11-16T16:29:16.503-08:00,No Notes,2017-11-16T16:29:16.503-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 641 
172.23.193.144,675001285,WARNING,2017-11-16T16:29:29.530-08:00,No Notes,2017-11-16T16:29:29.530-08:00,False,cefcFRURemoved,Device sjc-ncs4206-c.cisco.com. FRU:SFP+ 10GBASE-SR:subslot 0/1 transceiver 8 removed
172.23.193.144,675001282,MAJOR,2017-11-16T16:29:11.551-08:00,No Notes,2017-11-16T16:29:11.551-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 655 
172.23.193.144,675001283,WARNING,2017-11-16T16:29:16.503-08:00,No Notes,2017-11-16T16:29:16.503-08:00,False,cefcFRURemoved,Device sjc-ncs4206-c.cisco.com. FRU:GE T:subslot 0/1 transceiver 0 removed
172.23.193.144,675001281,WARNING,2017-11-16T16:29:11.551-08:00,No Notes,2017-11-16T16:29:11.551-08:00,False,cefcFRURemoved,Device sjc-ncs4206-c.cisco.com. FRU:GE T:subslot 0/1 transceiver 1 removed
172.23.193.144,788212052,MAJOR,2017-12-01T08:54:52.067-08:00,No Notes,2017-12-01T08:54:52.067-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 851 
172.23.193.144,675001288,MAJOR,2017-11-16T16:29:53.187-08:00,No Notes,2017-11-16T16:29:53.187-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 503 
172.23.193.144,788212054,MAJOR,2017-12-01T08:54:52.570-08:00,No Notes,2017-12-01T08:54:52.570-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: sjc-ncs4206-c.cisco.com generated by entity 4 
172.23.193.144,788211997,MAJOR,2017-12-01T08:29:49.387-08:00,No Notes,2017-12-01T08:29:49.387-08:00,False,mplsLdpSessionDown,Device 'sjc-ncs4206-c.cisco.com' MPLS LDP Session is 'nonexistent' between Peer 'sjc-asr9006-a.cisco.com (192.168.4.7)' and Local 'sjc-ncs4206-c.cisco.com (192.168.4.3)'
10.89.204.241,839934892,MINOR,2017-12-08T14:44:22.040-08:00,No Notes,2017-12-08T14:44:22.040-08:00,False,PROV-MISMATCH,Provisioning Mismatch
172.23.193.57,675000767,CRITICAL,2017-11-14T10:46:11.443-08:00,No Notes,2017-11-14T10:46:11.443-08:00,False,entSensorThresholdNotification,"Device:172.23.193.57, Sensor subslot 0/1 voltage Sensor 4 value 90 has exceeded the threshold 14."
172.20.165.87,839934793,MAJOR,2017-12-06T18:24:59-08:00,No Notes,2017-12-06T18:24:59-08:00,False,LF,Local Fault
172.20.165.87,839934770,MAJOR,2017-12-06T17:34:47-08:00,No Notes,2017-12-06T17:34:47-08:00,False,LF,Local Fault
172.20.165.82,447006516,MAJOR,2017-10-19T14:20:06-07:00,No Notes,2017-10-19T14:20:06-07:00,False,PEM-OUTPUT-EN-PIN-HI,The Power Supply Output Is Disabled
172.20.165.82,839934773,MAJOR,2017-12-06T17:44:44-08:00,No Notes,2017-12-06T17:44:44-08:00,False,SIGLOSS,Loss of Signal on the Data Interface
